train_no,train_name,source_code,source_name,destination_code,destination_name,class,days_before_journey,weekday,month,punctuality_rate,avg_waitlist,confirmation_chance
67250,Bandra Terminus-Kochuveli Superfast Express,BDTS,Bandra Terminus,KCVL,Kochuveli,3A,120,6,9,84.98,397,5%
36238,Cuttack-Howrah Superfast Express,CTC,Cuttack,HWH,Howrah,3A,10,6,7,81.42,276,48.8%
80190,Kolkata-Delhi Jn Mail Express,KOAA,Kolkata,DLI,Delhi Jn,SL,39,2,12,77.87,398,24.9%
32849,Kanyakumari-New Delhi Superfast Express,CAPE,Kanyakumari,NDLS,New Delhi,1A,17,3,1,65.12,208,59.96%
24033,New Bongaigaon-Jorhat Town Superfast Express,NBQ,New Bongaigaon,JRH,Jorhat Town,CC,76,2,12,68.59,316,19.59%
55548,Shalimar-Dibrugarh Express,SHM,Shalimar,DBRG,Dibrugarh,2A,53,6,9,79.29,130,62.57%
28601,Jabalpur-Bangalore City Express,JBP,Jabalpur,SBC,Bangalore City,CC,24,0,1,73.67,343,33.07%
56547,Dibrugarh Town-Pune Mail Express,DBRT,Dibrugarh Town,PUNE,Pune,CC,111,0,7,93.17,201,26.86%
27083,Shoranur Jn-Delhi Jn Intercity Express,SRR,Shoranur Jn,DLI,Delhi Jn,2A,62,5,8,91.56,254,36.59%
59902,Gaya Jn-Delhi Sarai Rohilla Mail Express,GAYA,Gaya Jn,DEE,Delhi Sarai Rohilla,SL,80,0,2,89.32,197,40.69%
63127,Secunderabad-Howrah Superfast Express,SC,Secunderabad,HWH,Howrah,2S,19,4,7,93.59,47,81.86%
73173,Dibrugarh-Yesvantpur Mail Express,DBRG,Dibrugarh,YPR,Yesvantpur,SL,90,4,7,90.76,307,16.63%
44116,Delhi Jn-Lumding Jn Intercity Express,DLI,Delhi Jn,LMG,Lumding Jn,SL,46,2,8,69.45,115,65.98%
13617,Firozpur Cantt-Puri Intercity Express,FZR,Firozpur Cantt,PURI,Puri,2A,38,2,12,90.84,295,42.48%
12486,Lucknow-Lumding Jn Superfast Express,LKO,Lucknow,LMG,Lumding Jn,2A,116,0,3,77.23,44,52.71%
70643,New Tinsukia-Mariani Jn Superfast Express,NTSK,New Tinsukia,MXN,Mariani Jn,CC,59,6,6,86.69,187,45.67%
10772,Tirupati-Kolkata Intercity Express,TPTY,Tirupati,KOAA,Kolkata,SL,103,0,12,63.42,178,37.42%
28152,New Bongaigaon-Chennai Central Express,NBQ,New Bongaigaon,MAS,Chennai Central,2S,47,6,11,63.84,482,6.33%
74868,Delhi Sarai Rohilla-Amritsar Express,DEE,Delhi Sarai Rohilla,ASR,Amritsar,2S,39,3,10,70.45,461,13.09%
35242,Bangalore City-Mysuru Mail Express,SBC,Bangalore City,MYS,Mysuru,2A,12,1,4,72.06,486,10.16%
22977,Kochuveli-Firozpur Cantt Superfast Express,KCVL,Kochuveli,FZR,Firozpur Cantt,2A,107,0,8,64.35,492,5%
24461,Vasco-da-Gama-Lumding Jn Mail Express,VSG,Vasco-da-Gama,LMG,Lumding Jn,2A,83,2,7,74.78,69,63.83%
42858,Shalimar-Dibrugarh Town Express,SHM,Shalimar,DBRT,Dibrugarh Town,2A,41,1,1,98.9,296,35.29%
58466,Jorhat Town-Dimapur Mail Express,JRH,Jorhat Town,DMV,Dimapur,2S,120,2,3,90.71,256,17.9%
83359,Bangalore City-Kokrajhar Mail Express,SBC,Bangalore City,KOJ,Kokrajhar,CC,115,6,6,79.55,221,29.79%
90541,Kokrajhar-Ajmer Jn Intercity Express,KOJ,Kokrajhar,AII,Ajmer Jn,CC,15,1,4,71.82,251,52.05%
25187,Jabalpur-Kochuveli Intercity Express,JBP,Jabalpur,KCVL,Kochuveli,CC,107,5,2,97.58,407,5%
60533,Kolkata-Firozpur Cantt Superfast Express,KOAA,Kolkata,FZR,Firozpur Cantt,3A,27,0,7,79.05,194,57.03%
64114,Hyderabad Deccan-Mariani Jn Intercity Express,HYB,Hyderabad Deccan,MXN,Mariani Jn,1A,86,3,2,68.37,337,19.29%
20847,Sealdah-Dehradun Mail Express,SDAH,Sealdah,DDN,Dehradun,CC,29,4,11,61.67,227,56.69%
48802,Kokrajhar-Delhi Jn Superfast Express,KOJ,Kokrajhar,DLI,Delhi Jn,SL,23,3,10,83.27,113,76.72%
40984,Lucknow-Lumding Jn Intercity Express,LKO,Lucknow,LMG,Lumding Jn,CC,21,1,10,61.18,73,81.44%
67386,Firozpur Cantt-Dibrugarh Town Express,FZR,Firozpur Cantt,DBRT,Dibrugarh Town,2A,36,5,12,98.23,405,24.32%
52159,Bikaner-Patna Jn Mail Express,BKN,Bikaner,PNBE,Patna Jn,3A,115,2,4,61.69,116,44.1%
55093,Mysuru-Chennai Egmore Mail Express,MYS,Mysuru,MS,Chennai Egmore,3A,42,6,6,86.17,262,45.8%
89595,Coimbatore-Darbhanga Mail Express,CBE,Coimbatore,DBG,Darbhanga,2A,71,3,5,83.96,115,59.73%
54698,Kharagpur Jn-Rangiya Jn Superfast Express,KGP,Kharagpur Jn,RNY,Rangiya Jn,3A,98,0,4,70.57,32,64.56%
50819,Kanyakumari-Alipurduar Jn Express,CAPE,Kanyakumari,APDJ,Alipurduar Jn,CC,55,4,2,89.61,100,69.95%
93548,Lucknow Jn-Bangalore City Intercity Express,LJN,Lucknow Jn,SBC,Bangalore City,2S,87,5,5,74.86,238,27.61%
96652,Mariani Jn-Shoranur Jn Express,MXN,Mariani Jn,SRR,Shoranur Jn,SL,99,4,1,68.91,17,63.35%
72387,Thiruvananthapuram Central-Alipurduar Jn Express,TVC,Thiruvananthapuram Central,APDJ,Alipurduar Jn,3A,41,3,12,61.39,125,67.21%
37509,Kanyakumari-Lumding Jn Superfast Express,CAPE,Kanyakumari,LMG,Lumding Jn,2S,24,6,10,79.18,490,6.83%
47710,Delhi Jn-Kharagpur Jn Intercity Express,DLI,Delhi Jn,KGP,Kharagpur Jn,SL,20,5,6,96.47,191,58.39%
96611,Bangalore City-Jorhat Town Intercity Express,SBC,Bangalore City,JRH,Jorhat Town,SL,91,1,1,95.92,462,5%
15144,Mumbai Central-Rourkela Mail Express,BCT,Mumbai Central,ROU,Rourkela,3A,104,4,3,69.18,485,5%
76648,Dehradun-Agartala Mail Express,DDN,Dehradun,AGTL,Agartala,1A,31,6,12,84.48,235,50.15%
25818,Amritsar-New Tinsukia Superfast Express,ASR,Amritsar,NTSK,New Tinsukia,3A,36,6,9,86.76,400,25.45%
74884,Kolkata-Cuttack Mail Express,KOAA,Kolkata,CTC,Cuttack,3A,30,6,7,87.41,469,16.03%
52515,Bikaner-Delhi Sarai Rohilla Mail Express,BKN,Bikaner,DEE,Delhi Sarai Rohilla,2A,1,2,11,93.44,287,48.35%
77576,Mariani Jn-Sealdah Intercity Express,MXN,Mariani Jn,SDAH,Sealdah,2A,64,2,2,96.92,101,64.56%
38692,Jabalpur-Puri Express,JBP,Jabalpur,PURI,Puri,CC,39,6,12,91.0,301,40.81%
97612,Madurai-Gaya Jn Superfast Express,MDU,Madurai,GAYA,Gaya Jn,SL,16,4,8,82.73,193,62.12%
68385,Firozpur Cantt-Bhubaneswar Mail Express,FZR,Firozpur Cantt,BBS,Bhubaneswar,2A,83,3,11,86.23,245,35.15%
15866,Ahmedabad-Vasco-da-Gama Mail Express,ADI,Ahmedabad,VSG,Vasco-da-Gama,2A,22,0,7,90.47,100,78.46%
20866,Raxaul-Kochuveli Superfast Express,RXL,Raxaul,KCVL,Kochuveli,SL,87,6,1,76.11,297,18.17%
26805,Tirupati-Visakhapatnam Intercity Express,TPTY,Tirupati,VSKP,Visakhapatnam,2S,117,6,6,60.41,137,36.05%
66973,Shoranur Jn-Ernakulam Jn Superfast Express,SRR,Shoranur Jn,ERS,Ernakulam Jn,3A,47,6,12,69.86,288,39.46%
52591,New Jalpaiguri-Dibrugarh Express,NJP,New Jalpaiguri,DBRG,Dibrugarh,2S,27,5,8,96.88,220,50.66%
47243,Visakhapatnam-Dibrugarh Mail Express,VSKP,Visakhapatnam,DBRG,Dibrugarh,CC,112,1,11,86.49,428,5%
21507,Vijayawada-Lucknow Jn Superfast Express,BZA,Vijayawada,LJN,Lucknow Jn,SL,114,1,7,74.57,395,5%
69049,Raxaul-Bhopal Mail Express,RXL,Raxaul,BPL,Bhopal,3A,51,3,3,87.56,472,7.18%
30631,Dimapur-New Tinsukia Superfast Express,DMV,Dimapur,NTSK,New Tinsukia,1A,66,6,5,77.94,117,58.14%
50721,New Jalpaiguri-Mysuru Mail Express,NJP,New Jalpaiguri,MYS,Mysuru,CC,5,3,2,70.49,347,44.01%
36212,Mumbai Central-Vasco-da-Gama Superfast Express,BCT,Mumbai Central,VSG,Vasco-da-Gama,3A,20,5,11,65.58,467,11.77%
79419,Jabalpur-Agartala Intercity Express,JBP,Jabalpur,AGTL,Agartala,2A,80,0,6,80.44,490,5%
27014,Bhubaneswar-Rangiya Jn Superfast Express,BBS,Bhubaneswar,RNY,Rangiya Jn,2S,104,2,5,64.11,18,65.25%
70383,Pune-Guwahati Mail Express,PUNE,Pune,GHY,Guwahati,CC,119,0,5,74.11,112,41.82%
40102,Jammu Tawi-Kochuveli Mail Express,JAT,Jammu Tawi,KCVL,Kochuveli,SL,81,4,1,73.33,409,7.37%
44441,Delhi Jn-Kanyakumari Mail Express,DLI,Delhi Jn,CAPE,Kanyakumari,3A,57,1,2,91.16,221,45.85%
59125,Puri-Ahmedabad Express,PURI,Puri,ADI,Ahmedabad,CC,67,3,10,94.44,295,23.51%
21071,Ernakulam Jn-Kokrajhar Intercity Express,ERS,Ernakulam Jn,KOJ,Kokrajhar,1A,68,2,10,71.59,98,60.98%
17808,Patna Jn-Coimbatore Intercity Express,PNBE,Patna Jn,CBE,Coimbatore,CC,68,2,12,86.41,292,30.06%
49054,Sealdah-Lumding Jn Mail Express,SDAH,Sealdah,LMG,Lumding Jn,2A,25,0,10,94.05,157,68.54%
20350,Guwahati-Kokrajhar Superfast Express,GHY,Guwahati,KOJ,Kokrajhar,CC,47,6,11,83.38,242,44.42%
35713,Vasco-da-Gama-Chennai Central Superfast Express,VSG,Vasco-da-Gama,MAS,Chennai Central,3A,113,5,8,65.49,470,5%
19753,Rangiya Jn-Dibrugarh Town Superfast Express,RNY,Rangiya Jn,DBRT,Dibrugarh Town,SL,70,0,3,93.57,326,23.88%
10772,Tirupati-Kolkata Intercity Express,TPTY,Tirupati,KOAA,Kolkata,CC,0,1,8,84.17,392,31.5%
88089,Secunderabad-Madurai Express,SC,Secunderabad,MDU,Madurai,1A,101,0,2,61.71,342,11.71%
68004,Silchar-Secunderabad Superfast Express,SCL,Silchar,SC,Secunderabad,CC,46,1,11,94.56,184,56.72%
86016,Bangalore City-Coimbatore Mail Express,SBC,Bangalore City,CBE,Coimbatore,3A,41,0,9,91.17,180,55.77%
79792,Ajmer Jn-Kochuveli Mail Express,AII,Ajmer Jn,KCVL,Kochuveli,SL,92,2,2,69.87,380,5%
20087,Ranchi-Jorhat Town Intercity Express,RNC,Ranchi,JRH,Jorhat Town,2S,5,6,3,78.07,104,76.79%
44875,Dibrugarh-Kanpur Central Express,DBRG,Dibrugarh,CNB,Kanpur Central,CC,81,2,12,65.91,360,12.94%
19656,Kanpur Central-Alipurduar Jn Mail Express,CNB,Kanpur Central,APDJ,Alipurduar Jn,3A,14,6,6,96.64,79,86.05%
25688,Raxaul-Guwahati Express,RXL,Raxaul,GHY,Guwahati,CC,44,2,6,93.26,285,32.85%
48499,Agartala-Bangalore City Intercity Express,AGTL,Agartala,SBC,Bangalore City,2A,56,4,7,77.53,205,48.34%
23810,Kanpur Central-Lucknow Superfast Express,CNB,Kanpur Central,LKO,Lucknow,1A,76,6,4,63.24,105,60.29%
32091,Kanyakumari-Shoranur Jn Superfast Express,CAPE,Kanyakumari,SRR,Shoranur Jn,CC,67,0,3,63.79,104,63.91%
85574,Firozpur Cantt-New Tinsukia Mail Express,FZR,Firozpur Cantt,NTSK,New Tinsukia,SL,100,4,4,92.24,139,40.0%
73518,Sealdah-Mysuru Express,SDAH,Sealdah,MYS,Mysuru,1A,41,0,5,74.11,347,29.51%
30047,Howrah-Kanyakumari Express,HWH,Howrah,CAPE,Kanyakumari,2A,68,4,2,96.17,463,5%
84949,Cuttack-Visakhapatnam Express,CTC,Cuttack,VSKP,Visakhapatnam,2A,17,0,8,88.3,404,29.68%
76207,Yesvantpur-Vasco-da-Gama Mail Express,YPR,Yesvantpur,VSG,Vasco-da-Gama,SL,26,2,8,97.61,259,45.41%
16416,Bandra Terminus-Lucknow Jn Express,BDTS,Bandra Terminus,LJN,Lucknow Jn,SL,63,3,10,65.5,343,26.06%
67425,Vijayawada-Yesvantpur Intercity Express,BZA,Vijayawada,YPR,Yesvantpur,2A,1,3,5,66.0,276,49.22%
62354,Lucknow Jn-Darbhanga Intercity Express,LJN,Lucknow Jn,DBG,Darbhanga,2S,90,6,7,67.47,436,5%
11424,Gaya Jn-Jorhat Town Superfast Express,GAYA,Gaya Jn,JRH,Jorhat Town,SL,104,1,5,81.77,107,46.28%
78973,Delhi Jn-Mumbai Central Superfast Express,DLI,Delhi Jn,BCT,Mumbai Central,2S,64,6,12,72.07,193,48.48%
61829,Puri-Kanyakumari Express,PURI,Puri,CAPE,Kanyakumari,3A,30,4,5,83.42,474,11.63%
66047,Sealdah-Shoranur Jn Express,SDAH,Sealdah,SRR,Shoranur Jn,1A,17,3,8,65.49,298,42.87%
13453,Bandra Terminus-Mumbai Central Express,BDTS,Bandra Terminus,BCT,Mumbai Central,2A,29,2,5,63.12,331,37.52%
42550,Kokrajhar-Jammu Tawi Express,KOJ,Kokrajhar,JAT,Jammu Tawi,SL,44,1,4,96.88,429,17.93%
34876,Secunderabad-Lucknow Express,SC,Secunderabad,LKO,Lucknow,SL,27,3,9,94.26,304,43.8%
80504,New Tinsukia-Firozpur Cantt Intercity Express,NTSK,New Tinsukia,FZR,Firozpur Cantt,3A,34,5,10,91.17,417,15.19%
92328,Rourkela-Gaya Jn Mail Express,ROU,Rourkela,GAYA,Gaya Jn,3A,84,3,10,69.72,178,41.32%
43166,Chennai Egmore-Lucknow Jn Express,MS,Chennai Egmore,LJN,Lucknow Jn,2A,8,1,12,78.87,186,64.11%
69890,Madurai-New Bongaigaon Intercity Express,MDU,Madurai,NBQ,New Bongaigaon,2S,83,0,5,98.34,415,7.14%
52432,Bhubaneswar-New Jalpaiguri Superfast Express,BBS,Bhubaneswar,NJP,New Jalpaiguri,2A,88,2,6,91.23,39,69.16%
68070,Rourkela-Lumding Jn Mail Express,ROU,Rourkela,LMG,Lumding Jn,SL,112,1,12,85.8,55,55.55%
14887,Bandra Terminus-Rangiya Jn Superfast Express,BDTS,Bandra Terminus,RNY,Rangiya Jn,2A,17,0,6,94.78,112,75.44%
15326,Firozpur Cantt-Lumding Jn Mail Express,FZR,Firozpur Cantt,LMG,Lumding Jn,SL,72,4,12,65.23,219,39.75%
61206,New Delhi-Firozpur Cantt Mail Express,NDLS,New Delhi,FZR,Firozpur Cantt,2S,5,4,5,76.98,436,27.59%
33458,Mumbai Central-Howrah Intercity Express,MMCT,Mumbai Central,HWH,Howrah,1A,29,2,7,79.84,29,84.28%
60023,Howrah-Vijayawada Mail Express,HWH,Howrah,BZA,Vijayawada,1A,94,0,8,67.37,203,35.72%
21754,New Delhi-Kolkata Intercity Express,NDLS,New Delhi,KOAA,Kolkata,2A,91,5,3,94.76,51,63.08%
92056,Coimbatore-Firozpur Cantt Intercity Express,CBE,Coimbatore,FZR,Firozpur Cantt,CC,25,0,5,95.04,355,29.93%
23622,Lucknow Jn-Dehradun Express,LJN,Lucknow Jn,DDN,Dehradun,2A,74,0,12,66.3,392,10.01%
98057,Bandra Terminus-Sealdah Mail Express,BDTS,Bandra Terminus,SDAH,Sealdah,SL,31,3,6,85.36,474,13.79%
32447,Chhatrapati Shivaji Maharaj Terminus-Patna Jn Superfast Express,CSMT,Chhatrapati Shivaji Maharaj Terminus,PNBE,Patna Jn,2S,56,3,2,86.38,241,45.14%
49707,Kochuveli-Patna Jn Express,KCVL,Kochuveli,PNBE,Patna Jn,2S,34,0,11,63.27,378,25.54%
30109,Agartala-Bandra Terminus Mail Express,AGTL,Agartala,BDTS,Bandra Terminus,3A,52,5,3,87.17,446,10.45%
18649,Hyderabad Deccan-Mysuru Intercity Express,HYB,Hyderabad Deccan,MYS,Mysuru,1A,116,6,2,98.08,471,5%
46023,Shalimar-Ranchi Express,SHM,Shalimar,RNC,Ranchi,2S,70,5,1,95.47,365,14.82%
69450,Jammu Tawi-Puri Express,JAT,Jammu Tawi,PURI,Puri,2A,80,2,11,75.75,455,5%
47680,Bikaner-Pune Express,BKN,Bikaner,PUNE,Pune,3A,53,5,1,94.71,337,29.58%
41610,Vijayawada-Mysuru Mail Express,BZA,Vijayawada,MYS,Mysuru,SL,101,1,9,65.87,111,44.9%
68254,Dehradun-Kharagpur Jn Mail Express,DDN,Dehradun,KGP,Kharagpur Jn,SL,18,1,11,99.32,28,94.11%
16329,Madurai-Ajmer Jn Intercity Express,MDU,Madurai,AII,Ajmer Jn,2A,75,4,2,98.34,165,46.61%
73127,Bhubaneswar-Kharagpur Jn Mail Express,BBS,Bhubaneswar,KGP,Kharagpur Jn,CC,65,4,9,92.47,476,5%
71361,Coimbatore-Dibrugarh Town Intercity Express,CBE,Coimbatore,DBRT,Dibrugarh Town,2S,16,4,3,74.35,192,62.49%
65182,Firozpur Cantt-Pune Intercity Express,FZR,Firozpur Cantt,PUNE,Pune,1A,33,2,9,62.75,32,85.7%
95075,Howrah-Patna Jn Intercity Express,HWH,Howrah,PNBE,Patna Jn,2S,35,6,9,66.7,118,72.63%
64160,Guwahati-Patna Jn Superfast Express,GHY,Guwahati,PNBE,Patna Jn,2A,108,1,5,63.96,54,55.02%
29258,Shoranur Jn-Delhi Jn Superfast Express,SRR,Shoranur Jn,DLI,Delhi Jn,CC,118,0,11,71.08,196,29.14%
75860,Jammu Tawi-Chennai Egmore Express,JAT,Jammu Tawi,MS,Chennai Egmore,2A,120,6,10,81.3,428,5%
68580,Secunderabad-Firozpur Cantt Mail Express,SC,Secunderabad,FZR,Firozpur Cantt,2S,102,6,7,86.58,290,15.78%
12542,Tirupati-Cuttack Intercity Express,TPTY,Tirupati,CTC,Cuttack,2A,102,1,4,60.08,0,66.46%
31031,Chennai Egmore-Delhi Jn Intercity Express,MS,Chennai Egmore,DLI,Delhi Jn,2S,5,6,9,65.81,207,67.36%
73953,Visakhapatnam-Howrah Intercity Express,VSKP,Visakhapatnam,HWH,Howrah,2A,106,2,1,68.78,59,54.96%
49171,Bandra Terminus-Mumbai Central Mail Express,BDTS,Bandra Terminus,MMCT,Mumbai Central,1A,64,5,2,83.03,389,16.68%
50531,Jammu Tawi-Secunderabad Mail Express,JAT,Jammu Tawi,SC,Secunderabad,2S,41,2,9,93.7,352,23.53%
98082,Agartala-Alipurduar Jn Superfast Express,AGTL,Agartala,APDJ,Alipurduar Jn,2S,78,1,9,74.81,477,5%
64986,Sealdah-Bangalore City Intercity Express,SDAH,Sealdah,SBC,Bangalore City,SL,117,3,2,67.02,493,5%
36224,Madurai-Amritsar Intercity Express,MDU,Madurai,ASR,Amritsar,1A,92,1,6,90.77,365,5%
14947,Firozpur Cantt-Lucknow Jn Superfast Express,FZR,Firozpur Cantt,LJN,Lucknow Jn,3A,42,4,8,81.91,362,26.13%
75311,Dehradun-Shoranur Jn Express,DDN,Dehradun,SRR,Shoranur Jn,3A,67,6,1,92.93,82,61.68%
91093,Tirupati-New Bongaigaon Intercity Express,TPTY,Tirupati,NBQ,New Bongaigaon,3A,45,1,2,88.15,235,48.22%
76094,Kolkata-Ranchi Intercity Express,KOAA,Kolkata,RNC,Ranchi,2A,15,1,2,93.99,137,72.97%
26788,Tirupati-Kolkata Mail Express,TPTY,Tirupati,KOAA,Kolkata,2A,55,3,9,84.71,27,77.13%
18639,Vijayawada-Sealdah Intercity Express,BZA,Vijayawada,SDAH,Sealdah,1A,116,6,8,99.62,46,56.23%
96876,Yesvantpur-Jabalpur Intercity Express,YPR,Yesvantpur,JBP,Jabalpur,2A,2,6,9,61.58,490,13.42%
31784,Visakhapatnam-Kokrajhar Mail Express,VSKP,Visakhapatnam,KOJ,Kokrajhar,2S,51,1,7,91.79,464,5%
63808,Ajmer Jn-Dibrugarh Town Intercity Express,AII,Ajmer Jn,DBRT,Dibrugarh Town,1A,38,3,7,89.47,74,72.14%
34238,Ernakulam Jn-Kolkata Mail Express,ERS,Ernakulam Jn,KOAA,Kolkata,SL,30,2,5,69.99,361,34.59%
97742,Puri-Kharagpur Jn Superfast Express,PURI,Puri,KGP,Kharagpur Jn,3A,25,4,10,86.91,357,29.64%
82120,Kochuveli-Vasco-da-Gama Intercity Express,KCVL,Kochuveli,VSG,Vasco-da-Gama,3A,88,1,6,93.2,77,57.19%
37463,Jammu Tawi-Ernakulam Jn Intercity Express,JAT,Jammu Tawi,ERS,Ernakulam Jn,SL,104,5,4,66.47,157,36.91%
85166,Yesvantpur-Ernakulam Jn Express,YPR,Yesvantpur,ERS,Ernakulam Jn,1A,64,1,5,87.89,199,46.94%
71112,Secunderabad-Ernakulam Jn Mail Express,SC,Secunderabad,ERS,Ernakulam Jn,3A,43,5,11,84.02,92,70.38%
22616,Bikaner-Secunderabad Express,BKN,Bikaner,SC,Secunderabad,1A,51,1,8,78.83,28,79.93%
95939,Dibrugarh-Dimapur Mail Express,DBRG,Dibrugarh,DMV,Dimapur,2S,23,2,5,87.91,489,13.19%
66482,Kochuveli-Kanpur Central Express,KCVL,Kochuveli,CNB,Kanpur Central,1A,62,5,10,79.48,290,32.24%
18683,Lumding Jn-Pune Express,LMG,Lumding Jn,PUNE,Pune,2A,36,1,2,63.1,102,69.33%
89274,Shalimar-Puri Mail Express,SHM,Shalimar,PURI,Puri,2A,51,1,7,86.07,151,61.35%
59853,Bhubaneswar-Agartala Express,BBS,Bhubaneswar,AGTL,Agartala,SL,80,5,5,98.12,426,5%
80731,Jammu Tawi-Mysuru Intercity Express,JAT,Jammu Tawi,MYS,Mysuru,3A,77,0,3,60.02,378,16.23%
48736,Dibrugarh-Gaya Jn Mail Express,DBRG,Dibrugarh,GAYA,Gaya Jn,1A,11,0,9,85.14,343,43.86%
60398,Kochuveli-Alipurduar Jn Express,KCVL,Kochuveli,APDJ,Alipurduar Jn,CC,85,3,8,99.65,394,6.91%
60340,Amritsar-Agartala Intercity Express,ASR,Amritsar,AGTL,Agartala,CC,25,3,9,83.56,346,36.02%
20358,Thiruvananthapuram Central-Darbhanga Intercity Express,TVC,Thiruvananthapuram Central,DBG,Darbhanga,SL,28,3,5,93.3,1,91.07%
79165,Chennai Central-Lucknow Superfast Express,MAS,Chennai Central,LKO,Lucknow,2S,87,5,7,76.44,180,37.54%
82339,Kokrajhar-Mumbai Central Superfast Express,KOJ,Kokrajhar,BCT,Mumbai Central,CC,107,6,10,87.16,17,65.0%
22355,Delhi Jn-Puri Superfast Express,DLI,Delhi Jn,PURI,Puri,3A,36,6,7,95.96,293,39.21%
82741,Ernakulam Jn-Vijayawada Mail Express,ERS,Ernakulam Jn,BZA,Vijayawada,1A,56,1,12,70.19,213,42.7%
74884,Kolkata-Cuttack Mail Express,KOAA,Kolkata,CTC,Cuttack,3A,63,4,10,90.19,310,28.24%
53865,Puri-Sealdah Mail Express,PURI,Puri,SDAH,Sealdah,2A,6,0,11,71.73,3,93.22%
57078,Delhi Sarai Rohilla-Jorhat Town Express,DEE,Delhi Sarai Rohilla,JRH,Jorhat Town,1A,97,6,1,92.21,286,16.73%
92271,Jabalpur-Dimapur Express,JBP,Jabalpur,DMV,Dimapur,SL,40,2,1,75.6,54,73.21%
17360,Delhi Jn-Chennai Central Superfast Express,DLI,Delhi Jn,MAS,Chennai Central,1A,86,0,3,64.13,100,52.64%
90810,Amritsar-Kochuveli Intercity Express,ASR,Amritsar,KCVL,Kochuveli,3A,27,3,6,68.48,279,44.88%
33389,Kanpur Central-Bikaner Intercity Express,CNB,Kanpur Central,BKN,Bikaner,2S,96,1,3,87.74,5,69.57%
55444,Tirupati-Guwahati Intercity Express,TPTY,Tirupati,GHY,Guwahati,1A,47,4,4,97.03,409,12.84%
32447,Chhatrapati Shivaji Maharaj Terminus-Patna Jn Superfast Express,CSMT,Chhatrapati Shivaji Maharaj Terminus,PNBE,Patna Jn,2A,103,5,11,93.17,153,44.67%
54247,Delhi Jn-Dehradun Mail Express,DLI,Delhi Jn,DDN,Dehradun,3A,78,3,12,74.08,359,12.9%
22752,Jorhat Town-Sealdah Intercity Express,JRH,Jorhat Town,SDAH,Sealdah,2S,1,0,7,96.3,66,86.03%
18773,Yesvantpur-Amritsar Mail Express,YPR,Yesvantpur,ASR,Amritsar,2S,78,4,7,84.35,185,40.05%
23096,Silchar-Jorhat Town Intercity Express,SCL,Silchar,JRH,Jorhat Town,3A,105,5,11,96.27,261,25.09%
42859,Hazrat Nizamuddin-Mysuru Superfast Express,NZM,Hazrat Nizamuddin,MYS,Mysuru,2A,15,3,11,76.49,299,43.23%
44099,Delhi Sarai Rohilla-Guwahati Express,DEE,Delhi Sarai Rohilla,GHY,Guwahati,SL,4,2,2,71.43,12,98.98%
80769,Dehradun-Darbhanga Intercity Express,DDN,Dehradun,DBG,Darbhanga,CC,64,6,3,61.3,154,53.53%
32070,Mumbai Central-Kokrajhar Intercity Express,BCT,Mumbai Central,KOJ,Kokrajhar,1A,35,1,2,70.82,350,29.58%
33597,Hazrat Nizamuddin-Firozpur Cantt Mail Express,NZM,Hazrat Nizamuddin,FZR,Firozpur Cantt,1A,4,3,1,80.45,186,71.38%
48063,New Bongaigaon-Ranchi Intercity Express,NBQ,New Bongaigaon,RNC,Ranchi,1A,7,5,12,96.84,25,90.52%
82135,Dibrugarh-Alipurduar Jn Express,DBRG,Dibrugarh,APDJ,Alipurduar Jn,1A,118,1,11,72.45,165,38.0%
93633,Bikaner-Cuttack Express,BKN,Bikaner,CTC,Cuttack,2S,10,5,5,91.22,150,68.4%
35218,Coimbatore-Ajmer Jn Intercity Express,CBE,Coimbatore,AII,Ajmer Jn,1A,112,3,6,74.36,259,19.41%
63903,Kanpur Central-Howrah Express,CNB,Kanpur Central,HWH,Howrah,2A,100,5,8,76.66,218,29.22%
38400,Rourkela-Bhopal Superfast Express,ROU,Rourkela,BPL,Bhopal,SL,103,0,6,60.99,499,5%
22765,Alipurduar Jn-Coimbatore Mail Express,APDJ,Alipurduar Jn,CBE,Coimbatore,CC,84,1,2,91.21,483,5%
52106,Vasco-da-Gama-Thiruvananthapuram Central Intercity Express,VSG,Vasco-da-Gama,TVC,Thiruvananthapuram Central,CC,35,3,12,61.9,216,55.24%
38157,New Delhi-Madurai Superfast Express,NDLS,New Delhi,MDU,Madurai,CC,61,1,7,75.54,253,33.92%
40807,Hyderabad Deccan-Vasco-da-Gama Superfast Express,HYB,Hyderabad Deccan,VSG,Vasco-da-Gama,2S,104,0,12,98.88,441,5%
55220,Mariani Jn-Ranchi Mail Express,MXN,Mariani Jn,RNC,Ranchi,1A,108,5,3,71.65,323,7.94%
30820,Kanpur Central-Cuttack Mail Express,CNB,Kanpur Central,CTC,Cuttack,2S,36,6,11,77.84,35,78.36%
98185,Guwahati-Hyderabad Deccan Express,GHY,Guwahati,HYB,Hyderabad Deccan,CC,6,3,11,87.92,236,59.05%
12459,New Jalpaiguri-Pune Mail Express,NJP,New Jalpaiguri,PUNE,Pune,1A,5,4,9,67.45,53,91.35%
40356,Chennai Egmore-Ernakulam Jn Express,MS,Chennai Egmore,ERS,Ernakulam Jn,CC,85,4,10,87.57,189,43.69%
11787,Bikaner-Jabalpur Superfast Express,BKN,Bikaner,JBP,Jabalpur,1A,95,1,8,77.96,63,59.1%
