train_no,train_name,source,source_name,destination,destination_name,class,quota,days_before_journey,day_of_week,month,is_festival,past_avg_waitlist,past_punctuality,confirmation_chance,cancellation_rate,punctuality_rate
12423,Rajdhani Express,MAS,Chennai Central,BSB,Varanasi,SL,TQ,1,1,7,1,70,63.45,83.21,18.39,60.35
12423,Rajdhani Express,BBS,Bhubaneswar,BSB,Varanasi,3AC,TQ,2,1,11,1,167,92.91,60.16,40.11,97.81
15666,BG Express,SDAH,Sealdah,JP,Jaipur,SL,GN,5,1,2,1,80,97.9,86.98,9.66,96.68
15910,Avadh Assam Express,AGTL,Agartala,MAS,Chennai Central,SL,LD,6,2,7,0,126,86.79,87.42,16.42,89.31
12001,Shatabdi Express,GHY,Guwahati,ADI,Ahmedabad,3AC,LD,7,5,8,1,108,95.44,80.84,14.24,91.37
12423,Rajdhani Express,SBC,Bangalore,BBS,Bhubaneswar,SL,GN,7,1,7,1,11,70.42,100.0,0.0,68.22
15910,Avadh Assam Express,PNBE,Patna,BBS,Bhubaneswar,SL,TQ,7,2,7,0,26,96.19,100.0,0.0,91.3
12501,Poorvottar Sampark Kranti,SCL,Silchar,SDAH,Sealdah,1AC,LD,5,1,1,0,34,97.91,100.0,3.9,100.26
12423,Rajdhani Express,SDAH,Sealdah,CSMT,Mumbai CST,3AC,TQ,1,6,12,0,59,63.17,76.08,20.84,60.55
15910,Avadh Assam Express,RNC,Ranchi,DBRG,Dibrugarh,SL,GN,5,5,1,1,142,82.22,70.73,25.0,79.11
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,HWH,Howrah,3AC,LD,6,4,3,1,123,98.43,89.42,15.43,97.05
12001,Shatabdi Express,VSKP,Visakhapatnam,HWH,Howrah,2AC,LD,6,1,6,1,124,92.61,74.64,29.68,87.77
12378,Padatik Express,SCL,Silchar,SDAH,Sealdah,2AC,GN,1,1,2,0,35,74.47,91.73,5.21,72.83
12501,Poorvottar Sampark Kranti,PNBE,Patna,JP,Jaipur,1AC,LD,1,5,4,0,88,90.62,76.24,19.21,92.92
15910,Avadh Assam Express,BBS,Bhubaneswar,VSKP,Visakhapatnam,SL,GN,6,5,12,1,89,82.42,82.8,17.59,82.25
12001,Shatabdi Express,SCL,Silchar,AGTL,Agartala,3AC,LD,0,6,4,0,193,91.62,36.97,60.35,93.52
12505,North East Express,CSMT,Mumbai CST,RNC,Ranchi,2AC,LD,2,0,6,1,136,82.3,66.85,28.34,84.33
12345,Saraighat Express,NDLS,New Delhi,SDAH,Sealdah,SL,GN,6,1,2,0,58,97.85,100.0,1.11,102.72
15666,BG Express,JP,Jaipur,GHY,Guwahati,1AC,GN,3,1,11,0,120,65.87,76.38,27.22,65.05
12345,Saraighat Express,VSKP,Visakhapatnam,CSMT,Mumbai CST,SL,LD,4,1,4,1,159,70.29,60.04,44.19,73.48
15644,Kamakhya Express,SDAH,Sealdah,ADI,Ahmedabad,SL,LD,0,4,7,0,199,68.71,43.56,54.11,71.95
12505,North East Express,KOAA,Kolkata,GHY,Guwahati,3AC,GN,7,6,10,1,89,82.83,99.01,0.0,79.91
12378,Padatik Express,JP,Jaipur,HWH,Howrah,3AC,TQ,4,5,5,0,73,87.45,95.61,5.93,85.16
15644,Kamakhya Express,AGTL,Agartala,KOAA,Kolkata,1AC,TQ,5,6,9,1,190,89.17,53.82,43.03,86.66
12001,Shatabdi Express,PNBE,Patna,DBRG,Dibrugarh,2AC,TQ,4,3,11,0,48,83.95,100.0,4.43,82.14
15960,Kanchanjunga Express,JP,Jaipur,RNC,Ranchi,1AC,LD,7,1,8,0,26,75.37,100.0,0.0,75.13
12423,Rajdhani Express,VSKP,Visakhapatnam,AGTL,Agartala,3AC,GN,3,0,12,0,161,72.91,51.28,44.86,75.33
15666,BG Express,SCL,Silchar,BSB,Varanasi,2AC,TQ,3,3,6,1,168,81.22,54.03,47.29,77.33
15666,BG Express,RNC,Ranchi,KOAA,Kolkata,3AC,TQ,5,1,8,0,165,73.51,74.23,20.94,72.29
15910,Avadh Assam Express,BSB,Varanasi,GHY,Guwahati,2AC,LD,1,1,4,0,7,90.06,100.0,0.0,88.97
12505,North East Express,HWH,Howrah,SBC,Bangalore,3AC,LD,3,2,7,1,72,83.47,81.89,14.43,85.95
12345,Saraighat Express,AGTL,Agartala,MAS,Chennai Central,SL,GN,4,4,2,1,189,72.47,55.86,44.67,72.57
15960,Kanchanjunga Express,KOAA,Kolkata,SDAH,Sealdah,SL,LD,0,4,4,0,67,71.93,71.51,24.0,72.47
15910,Avadh Assam Express,BSB,Varanasi,SDAH,Sealdah,2AC,GN,3,5,4,0,109,60.46,82.71,12.31,56.53
15666,BG Express,HWH,Howrah,JP,Jaipur,SL,TQ,3,5,3,1,139,72.22,58.75,45.02,67.85
15644,Kamakhya Express,HWH,Howrah,MAS,Chennai Central,3AC,LD,1,5,11,0,1,90.45,100.0,0.0,91.19
15910,Avadh Assam Express,BSB,Varanasi,MAS,Chennai Central,3AC,TQ,1,3,11,1,193,83.06,50.47,52.53,86.38
12345,Saraighat Express,BBS,Bhubaneswar,CSMT,Mumbai CST,3AC,LD,3,5,6,0,133,60.13,64.34,31.41,58.73
15644,Kamakhya Express,RNC,Ranchi,BSB,Varanasi,2AC,GN,0,4,1,1,94,76.43,64.29,35.92,73.15
12001,Shatabdi Express,ADI,Ahmedabad,AGTL,Agartala,3AC,TQ,6,5,2,0,43,94.44,100.0,0.0,92.85
15666,BG Express,SDAH,Sealdah,VSKP,Visakhapatnam,3AC,TQ,7,0,12,0,135,98.28,88.08,7.4,93.4
12345,Saraighat Express,PNBE,Patna,KOAA,Kolkata,SL,TQ,1,3,11,0,190,66.46,51.55,52.98,63.28
15910,Avadh Assam Express,KOAA,Kolkata,SDAH,Sealdah,1AC,GN,4,3,5,0,195,97.26,47.95,50.14,96.44
15910,Avadh Assam Express,SDAH,Sealdah,RNC,Ranchi,3AC,LD,2,3,7,1,67,67.61,78.92,23.28,68.4
12378,Padatik Express,ADI,Ahmedabad,MAS,Chennai Central,1AC,GN,2,0,6,0,162,63.13,52.44,45.84,65.82
15666,BG Express,HWH,Howrah,AGTL,Agartala,3AC,GN,5,3,1,1,104,66.82,91.31,6.38,66.73
15960,Kanchanjunga Express,AGTL,Agartala,KOAA,Kolkata,SL,TQ,4,3,12,0,56,62.1,97.08,0.0,58.77
15910,Avadh Assam Express,AGTL,Agartala,BBS,Bhubaneswar,1AC,LD,6,4,12,1,2,98.94,100.0,0.0,101.3
15960,Kanchanjunga Express,GHY,Guwahati,PNBE,Patna,3AC,GN,1,1,3,1,26,81.46,95.01,4.73,84.96
12001,Shatabdi Express,BBS,Bhubaneswar,HWH,Howrah,SL,GN,0,6,9,0,53,78.0,84.96,12.17,74.13
12345,Saraighat Express,KOAA,Kolkata,SBC,Bangalore,3AC,LD,2,3,5,1,198,78.54,41.29,62.4,77.42
12378,Padatik Express,SCL,Silchar,NDLS,New Delhi,1AC,GN,6,0,1,0,143,92.71,75.59,24.3,88.24
15666,BG Express,PNBE,Patna,SCL,Silchar,SL,GN,4,5,1,0,186,88.01,62.48,35.83,88.27
15666,BG Express,SCL,Silchar,AGTL,Agartala,1AC,TQ,1,0,11,1,16,84.38,95.92,4.37,81.37
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,VSKP,Visakhapatnam,1AC,TQ,1,1,4,1,198,77.66,35.78,64.1,82.48
12001,Shatabdi Express,RNC,Ranchi,DBRG,Dibrugarh,2AC,TQ,6,0,8,1,80,95.78,88.01,13.8,97.02
15910,Avadh Assam Express,BSB,Varanasi,SCL,Silchar,2AC,LD,1,5,1,0,75,91.69,88.25,11.81,94.97
15960,Kanchanjunga Express,JP,Jaipur,VSKP,Visakhapatnam,SL,GN,1,6,2,0,40,84.87,97.62,0.0,80.37
15644,Kamakhya Express,CSMT,Mumbai CST,BBS,Bhubaneswar,SL,GN,1,2,5,0,69,70.41,85.36,18.18,69.95
12423,Rajdhani Express,RNC,Ranchi,JP,Jaipur,SL,TQ,5,3,5,0,71,95.94,99.37,4.08,97.22
12345,Saraighat Express,RNC,Ranchi,DBRG,Dibrugarh,3AC,GN,2,2,12,1,76,94.02,84.06,15.02,94.47
12423,Rajdhani Express,KOAA,Kolkata,DBRG,Dibrugarh,3AC,GN,2,0,9,0,29,71.57,100.0,1.97,66.66
12345,Saraighat Express,DBRG,Dibrugarh,HWH,Howrah,1AC,LD,6,5,11,0,51,67.17,100.0,0.0,65.14
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,GHY,Guwahati,2AC,LD,2,2,1,0,88,87.03,75.88,28.17,85.46
15910,Avadh Assam Express,PNBE,Patna,KOAA,Kolkata,2AC,GN,3,1,6,0,102,62.32,83.15,15.64,66.31
12378,Padatik Express,BSB,Varanasi,JP,Jaipur,SL,LD,3,6,2,0,80,86.05,77.33,24.45,87.36
12505,North East Express,JP,Jaipur,SDAH,Sealdah,2AC,GN,6,1,10,0,173,86.85,69.02,33.69,88.61
12345,Saraighat Express,KOAA,Kolkata,SBC,Bangalore,1AC,LD,0,5,1,1,174,89.83,38.32,58.95,89.4
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,MAS,Chennai Central,SL,LD,6,5,7,0,79,95.56,98.19,0.48,98.67
15910,Avadh Assam Express,DBRG,Dibrugarh,CSMT,Mumbai CST,2AC,TQ,0,1,9,0,34,73.35,95.37,0.47,69.48
15910,Avadh Assam Express,AGTL,Agartala,VSKP,Visakhapatnam,3AC,LD,7,4,8,0,115,75.75,81.32,16.12,80.28
12505,North East Express,RNC,Ranchi,SBC,Bangalore,1AC,TQ,6,4,2,0,7,77.54,100.0,1.43,76.66
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,VSKP,Visakhapatnam,3AC,GN,6,2,12,1,61,62.56,90.67,5.59,63.45
12378,Padatik Express,RNC,Ranchi,PNBE,Patna,3AC,LD,4,3,10,1,6,77.51,100.0,0.0,76.42
12378,Padatik Express,GHY,Guwahati,MAS,Chennai Central,SL,GN,3,6,2,0,194,82.58,49.55,55.05,79.75
15644,Kamakhya Express,SDAH,Sealdah,BBS,Bhubaneswar,2AC,TQ,6,0,6,0,183,67.32,56.07,42.07,65.07
12423,Rajdhani Express,MAS,Chennai Central,JP,Jaipur,3AC,TQ,7,6,10,1,195,96.96,60.62,34.96,100.5
15666,BG Express,HWH,Howrah,CSMT,Mumbai CST,3AC,TQ,2,1,11,1,82,76.13,87.23,14.13,75.84
12423,Rajdhani Express,KOAA,Kolkata,ADI,Ahmedabad,SL,GN,6,6,5,1,106,78.09,79.09,25.22,81.46
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,NDLS,New Delhi,3AC,GN,4,1,9,1,66,87.08,95.47,3.35,85.08
15666,BG Express,RNC,Ranchi,SCL,Silchar,SL,GN,4,1,8,0,135,90.9,64.65,33.76,95.69
12001,Shatabdi Express,KOAA,Kolkata,SBC,Bangalore,1AC,TQ,0,2,6,0,99,93.53,62.15,38.54,97.38
12345,Saraighat Express,SDAH,Sealdah,CSMT,Mumbai CST,1AC,TQ,7,0,6,1,43,72.48,100.0,2.95,75.89
15960,Kanchanjunga Express,JP,Jaipur,SDAH,Sealdah,1AC,TQ,2,0,2,1,20,87.03,100.0,0.0,82.69
15960,Kanchanjunga Express,NDLS,New Delhi,AGTL,Agartala,2AC,GN,7,4,8,0,71,93.2,99.27,0.0,88.71
15666,BG Express,GHY,Guwahati,AGTL,Agartala,3AC,TQ,0,4,3,1,110,68.45,73.2,29.79,65.73
12378,Padatik Express,CSMT,Mumbai CST,DBRG,Dibrugarh,3AC,TQ,5,6,7,1,20,85.14,100.0,0.95,86.77
15960,Kanchanjunga Express,HWH,Howrah,SDAH,Sealdah,SL,LD,2,0,1,1,34,80.16,86.93,12.34,79.37
12423,Rajdhani Express,HWH,Howrah,AGTL,Agartala,SL,LD,0,3,9,1,19,94.76,95.35,2.87,95.0
12378,Padatik Express,BSB,Varanasi,PNBE,Patna,3AC,LD,5,0,9,0,170,82.31,56.69,41.72,84.14
12505,North East Express,SDAH,Sealdah,KOAA,Kolkata,3AC,GN,0,6,12,0,148,85.26,47.22,55.72,83.78
12345,Saraighat Express,HWH,Howrah,AGTL,Agartala,2AC,LD,2,0,12,0,184,82.88,43.52,58.4,81.08
12378,Padatik Express,BBS,Bhubaneswar,PNBE,Patna,3AC,LD,0,3,6,1,184,65.19,50.54,49.0,60.28
12001,Shatabdi Express,PNBE,Patna,BBS,Bhubaneswar,SL,TQ,7,6,3,0,13,97.9,100.0,0.0,98.99
12505,North East Express,SCL,Silchar,JP,Jaipur,3AC,LD,3,2,2,1,180,78.03,64.07,32.6,75.39
12345,Saraighat Express,JP,Jaipur,VSKP,Visakhapatnam,3AC,GN,4,4,1,1,37,96.19,96.03,3.81,95.41
12505,North East Express,MAS,Chennai Central,SBC,Bangalore,2AC,TQ,6,1,10,1,188,78.28,56.64,47.71,80.69
12423,Rajdhani Express,BBS,Bhubaneswar,NDLS,New Delhi,1AC,TQ,0,3,2,0,54,77.15,77.07,20.99,80.52
12423,Rajdhani Express,MAS,Chennai Central,HWH,Howrah,SL,GN,1,0,8,0,53,97.61,94.5,8.67,100.39
12001,Shatabdi Express,NDLS,New Delhi,CSMT,Mumbai CST,2AC,TQ,1,1,9,1,72,75.89,81.56,15.75,75.32
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,BBS,Bhubaneswar,3AC,GN,1,3,8,0,179,70.25,47.39,51.21,72.76
12345,Saraighat Express,SBC,Bangalore,BBS,Bhubaneswar,1AC,GN,5,2,2,1,143,65.31,62.12,39.38,67.51
15910,Avadh Assam Express,ADI,Ahmedabad,RNC,Ranchi,1AC,GN,7,2,3,0,88,78.48,93.32,2.97,78.13
12378,Padatik Express,CSMT,Mumbai CST,KOAA,Kolkata,1AC,TQ,0,3,7,1,4,80.45,97.52,3.72,75.67
12001,Shatabdi Express,AGTL,Agartala,BBS,Bhubaneswar,1AC,LD,2,6,9,0,128,77.0,71.56,31.32,73.89
12505,North East Express,BBS,Bhubaneswar,ADI,Ahmedabad,3AC,LD,6,6,2,1,151,81.23,78.44,22.87,80.56
15910,Avadh Assam Express,JP,Jaipur,SCL,Silchar,1AC,GN,5,5,12,1,181,64.78,55.96,47.35,66.5
15910,Avadh Assam Express,GHY,Guwahati,CSMT,Mumbai CST,SL,GN,7,2,11,1,112,92.94,84.04,16.41,89.21
15644,Kamakhya Express,PNBE,Patna,MAS,Chennai Central,1AC,LD,0,1,3,0,47,77.36,85.13,13.3,73.89
12501,Poorvottar Sampark Kranti,SCL,Silchar,VSKP,Visakhapatnam,1AC,LD,7,4,8,1,199,65.78,57.87,40.72,61.25
12001,Shatabdi Express,ADI,Ahmedabad,VSKP,Visakhapatnam,1AC,LD,5,1,5,0,130,72.69,71.37,29.88,76.04
15644,Kamakhya Express,DBRG,Dibrugarh,PNBE,Patna,SL,LD,5,4,6,1,27,62.38,100.0,0.0,65.72
15910,Avadh Assam Express,ADI,Ahmedabad,AGTL,Agartala,3AC,LD,4,5,11,0,147,85.16,66.26,31.05,83.28
15910,Avadh Assam Express,HWH,Howrah,KOAA,Kolkata,2AC,LD,5,5,8,1,119,69.6,85.08,11.95,70.49
12345,Saraighat Express,AGTL,Agartala,RNC,Ranchi,2AC,LD,5,2,6,0,105,73.11,89.43,15.07,73.13
15644,Kamakhya Express,KOAA,Kolkata,HWH,Howrah,1AC,TQ,4,5,3,0,131,72.06,68.99,34.06,69.29
15644,Kamakhya Express,AGTL,Agartala,KOAA,Kolkata,3AC,LD,6,2,4,1,25,81.02,100.0,0.0,83.14
15644,Kamakhya Express,JP,Jaipur,CSMT,Mumbai CST,1AC,LD,2,0,7,1,157,61.37,68.31,28.59,63.2
12001,Shatabdi Express,KOAA,Kolkata,BBS,Bhubaneswar,1AC,TQ,4,1,7,0,10,65.39,99.33,0.0,67.32
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,JP,Jaipur,1AC,LD,4,6,4,1,149,94.58,76.09,20.93,99.0
15644,Kamakhya Express,JP,Jaipur,PNBE,Patna,3AC,TQ,3,3,10,1,72,90.71,94.54,5.32,92.17
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,MAS,Chennai Central,3AC,LD,7,5,8,1,106,84.74,97.47,2.55,81.75
15910,Avadh Assam Express,VSKP,Visakhapatnam,AGTL,Agartala,1AC,LD,5,1,3,0,123,61.8,85.97,11.65,62.59
12001,Shatabdi Express,AGTL,Agartala,NDLS,New Delhi,SL,TQ,1,6,11,0,182,74.42,49.16,49.79,72.52
15910,Avadh Assam Express,CSMT,Mumbai CST,VSKP,Visakhapatnam,3AC,TQ,1,2,2,1,108,89.37,63.27,40.38,92.92
15644,Kamakhya Express,SDAH,Sealdah,SCL,Silchar,3AC,TQ,0,2,1,1,6,94.1,95.57,3.39,89.11
12378,Padatik Express,PNBE,Patna,KOAA,Kolkata,2AC,LD,1,1,8,1,50,80.71,96.95,1.34,82.85
15666,BG Express,NDLS,New Delhi,SCL,Silchar,SL,TQ,5,0,2,0,133,69.16,73.49,26.68,69.66
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,VSKP,Visakhapatnam,3AC,GN,1,4,12,0,44,81.95,92.23,6.4,81.17
12501,Poorvottar Sampark Kranti,ADI,Ahmedabad,DBRG,Dibrugarh,3AC,TQ,5,3,12,0,75,76.63,91.45,4.5,78.25
15666,BG Express,DBRG,Dibrugarh,GHY,Guwahati,SL,TQ,5,5,4,0,70,66.57,98.33,0.0,71.56
12378,Padatik Express,ADI,Ahmedabad,NDLS,New Delhi,2AC,TQ,4,4,6,1,163,67.27,62.0,36.16,64.42
15910,Avadh Assam Express,MAS,Chennai Central,SBC,Bangalore,SL,GN,7,6,5,0,152,66.13,74.33,23.54,69.36
12505,North East Express,AGTL,Agartala,SBC,Bangalore,2AC,GN,6,2,8,1,187,77.19,64.22,38.27,79.44
15644,Kamakhya Express,CSMT,Mumbai CST,SCL,Silchar,2AC,GN,2,3,4,0,135,77.35,72.23,30.06,75.77
15666,BG Express,HWH,Howrah,VSKP,Visakhapatnam,SL,GN,5,1,12,1,35,73.12,100.0,0.02,74.19
12505,North East Express,JP,Jaipur,BBS,Bhubaneswar,SL,LD,3,0,1,1,78,66.89,84.49,20.4,62.3
12001,Shatabdi Express,GHY,Guwahati,CSMT,Mumbai CST,3AC,LD,2,5,2,1,100,71.86,77.88,17.83,76.77
12505,North East Express,RNC,Ranchi,SDAH,Sealdah,3AC,TQ,5,0,8,1,128,73.62,84.59,19.31,71.62
15910,Avadh Assam Express,NDLS,New Delhi,VSKP,Visakhapatnam,1AC,GN,7,2,8,0,31,78.24,100.0,0.0,81.96
15910,Avadh Assam Express,VSKP,Visakhapatnam,BBS,Bhubaneswar,3AC,TQ,7,5,9,1,161,92.15,67.8,36.04,92.53
12505,North East Express,SBC,Bangalore,NDLS,New Delhi,2AC,GN,4,1,9,1,5,93.95,100.0,4.83,89.99
12001,Shatabdi Express,JP,Jaipur,RNC,Ranchi,2AC,GN,0,2,11,0,167,68.82,40.44,58.33,65.93
15666,BG Express,SBC,Bangalore,RNC,Ranchi,3AC,LD,6,0,8,0,167,69.31,59.36,39.11,64.37
15666,BG Express,KOAA,Kolkata,GHY,Guwahati,2AC,LD,4,5,1,1,50,87.93,99.98,0.0,86.14
12423,Rajdhani Express,SBC,Bangalore,GHY,Guwahati,1AC,TQ,4,1,3,1,32,83.05,98.5,0.0,78.91
15666,BG Express,GHY,Guwahati,SDAH,Sealdah,2AC,TQ,3,4,1,1,125,98.42,75.43,23.83,94.02
15666,BG Express,CSMT,Mumbai CST,SDAH,Sealdah,1AC,GN,4,4,9,1,114,80.46,84.98,12.03,76.86
12345,Saraighat Express,MAS,Chennai Central,VSKP,Visakhapatnam,1AC,GN,2,6,1,1,43,82.94,84.56,18.77,82.07
12378,Padatik Express,BBS,Bhubaneswar,HWH,Howrah,3AC,LD,4,3,1,0,139,60.71,65.92,30.61,64.87
12423,Rajdhani Express,ADI,Ahmedabad,VSKP,Visakhapatnam,SL,GN,1,4,8,1,18,67.81,96.0,5.72,71.55
12378,Padatik Express,DBRG,Dibrugarh,GHY,Guwahati,SL,LD,3,2,1,1,136,72.4,61.73,38.95,74.64
15666,BG Express,PNBE,Patna,BBS,Bhubaneswar,SL,GN,2,0,11,0,122,66.84,74.76,29.19,64.44
12501,Poorvottar Sampark Kranti,RNC,Ranchi,SDAH,Sealdah,2AC,TQ,1,6,10,1,83,63.52,74.82,26.43,61.82
15960,Kanchanjunga Express,MAS,Chennai Central,RNC,Ranchi,3AC,TQ,5,0,4,0,163,79.01,57.3,42.19,78.62
15666,BG Express,ADI,Ahmedabad,SCL,Silchar,2AC,TQ,4,3,1,0,151,91.45,57.36,46.38,95.99
15910,Avadh Assam Express,BBS,Bhubaneswar,AGTL,Agartala,2AC,TQ,3,2,10,1,97,67.44,75.82,21.78,71.76
12345,Saraighat Express,GHY,Guwahati,NDLS,New Delhi,2AC,LD,3,2,10,0,0,86.31,100.0,0.14,84.39
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,AGTL,Agartala,SL,TQ,0,0,7,0,168,81.29,58.06,42.78,85.34
12505,North East Express,KOAA,Kolkata,JP,Jaipur,3AC,LD,1,1,6,0,146,94.59,66.45,35.48,96.43
15910,Avadh Assam Express,PNBE,Patna,RNC,Ranchi,3AC,TQ,7,4,1,1,157,90.66,65.98,38.58,89.99
12423,Rajdhani Express,BSB,Varanasi,HWH,Howrah,1AC,TQ,2,2,7,1,176,72.27,50.18,48.24,67.7
15666,BG Express,SCL,Silchar,RNC,Ranchi,SL,TQ,4,4,5,0,18,89.52,100.0,0.05,89.88
15960,Kanchanjunga Express,RNC,Ranchi,CSMT,Mumbai CST,1AC,LD,0,0,7,1,136,80.71,54.68,44.67,80.11
15960,Kanchanjunga Express,JP,Jaipur,AGTL,Agartala,1AC,TQ,7,1,1,0,56,97.7,100.0,1.69,95.07
12423,Rajdhani Express,DBRG,Dibrugarh,SCL,Silchar,3AC,TQ,6,5,4,0,85,73.31,97.98,3.44,73.58
12001,Shatabdi Express,MAS,Chennai Central,CSMT,Mumbai CST,2AC,LD,4,1,9,1,36,81.49,94.12,1.8,78.55
12378,Padatik Express,ADI,Ahmedabad,NDLS,New Delhi,SL,LD,6,5,7,1,21,65.92,100.0,0.0,62.19
15960,Kanchanjunga Express,SCL,Silchar,HWH,Howrah,SL,GN,1,3,8,1,120,77.49,58.76,46.05,82.36
12345,Saraighat Express,JP,Jaipur,DBRG,Dibrugarh,1AC,GN,2,3,10,1,3,97.5,100.0,2.63,93.54
15644,Kamakhya Express,GHY,Guwahati,JP,Jaipur,SL,LD,6,6,12,0,19,61.05,100.0,0.0,62.21
15644,Kamakhya Express,DBRG,Dibrugarh,AGTL,Agartala,SL,LD,7,1,4,1,155,64.59,72.86,29.13,68.02
15910,Avadh Assam Express,ADI,Ahmedabad,PNBE,Patna,3AC,GN,5,2,10,1,145,69.34,64.16,39.56,65.07
12345,Saraighat Express,SBC,Bangalore,SDAH,Sealdah,2AC,GN,4,3,12,0,162,88.84,70.22,30.73,86.91
12378,Padatik Express,KOAA,Kolkata,GHY,Guwahati,2AC,GN,1,5,10,1,146,88.82,52.06,51.25,91.0
15644,Kamakhya Express,SBC,Bangalore,HWH,Howrah,2AC,GN,6,6,3,0,18,81.5,100.0,0.0,84.23
15666,BG Express,SDAH,Sealdah,NDLS,New Delhi,3AC,LD,6,3,2,1,95,88.49,88.81,10.37,91.69
15666,BG Express,JP,Jaipur,RNC,Ranchi,SL,GN,1,2,8,0,120,87.52,57.69,38.24,86.81
15910,Avadh Assam Express,PNBE,Patna,HWH,Howrah,3AC,GN,0,2,8,0,51,83.71,81.08,14.3,85.52
12345,Saraighat Express,BBS,Bhubaneswar,HWH,Howrah,3AC,LD,6,0,3,0,170,95.23,66.94,30.71,92.27
12423,Rajdhani Express,MAS,Chennai Central,DBRG,Dibrugarh,SL,GN,4,5,4,1,67,91.33,81.95,21.06,93.73
15666,BG Express,VSKP,Visakhapatnam,BSB,Varanasi,1AC,TQ,7,4,10,1,41,60.28,100.0,1.65,59.88
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,DBRG,Dibrugarh,1AC,LD,1,4,6,0,151,62.99,66.02,38.93,58.46
12505,North East Express,SDAH,Sealdah,GHY,Guwahati,3AC,TQ,4,6,11,0,6,75.76,100.0,0.0,78.8
12001,Shatabdi Express,RNC,Ranchi,SBC,Bangalore,SL,GN,3,2,6,1,176,71.59,47.16,49.49,73.21
12501,Poorvottar Sampark Kranti,ADI,Ahmedabad,PNBE,Patna,SL,TQ,7,2,7,0,113,70.33,81.5,20.71,66.23
12505,North East Express,JP,Jaipur,SCL,Silchar,3AC,LD,2,4,12,1,109,84.01,66.42,30.78,80.91
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,HWH,Howrah,3AC,TQ,6,3,2,1,132,69.8,74.53,27.65,66.58
12001,Shatabdi Express,CSMT,Mumbai CST,ADI,Ahmedabad,3AC,LD,0,0,11,0,164,65.44,57.48,42.69,61.86
15644,Kamakhya Express,GHY,Guwahati,MAS,Chennai Central,SL,GN,2,2,1,0,111,90.71,63.67,40.4,93.97
12345,Saraighat Express,VSKP,Visakhapatnam,ADI,Ahmedabad,3AC,LD,0,2,9,0,113,71.96,69.52,33.26,76.08
15666,BG Express,JP,Jaipur,NDLS,New Delhi,1AC,GN,2,4,3,1,166,91.22,62.16,39.8,93.53
12345,Saraighat Express,DBRG,Dibrugarh,CSMT,Mumbai CST,1AC,TQ,4,0,6,1,110,81.66,72.55,27.91,77.57
12505,North East Express,SBC,Bangalore,NDLS,New Delhi,3AC,TQ,4,0,1,1,11,69.64,100.0,0.0,68.68
12001,Shatabdi Express,SBC,Bangalore,PNBE,Patna,2AC,GN,5,5,8,1,193,96.9,47.6,51.97,95.38
12001,Shatabdi Express,PNBE,Patna,AGTL,Agartala,2AC,TQ,0,4,11,1,22,76.62,93.16,2.45,74.05
15960,Kanchanjunga Express,PNBE,Patna,DBRG,Dibrugarh,3AC,TQ,2,2,12,0,0,79.15,100.0,2.4,79.6
12001,Shatabdi Express,RNC,Ranchi,GHY,Guwahati,1AC,TQ,0,0,7,1,167,98.27,54.68,43.95,103.26
15960,Kanchanjunga Express,BSB,Varanasi,RNC,Ranchi,1AC,TQ,1,3,4,0,80,69.41,75.91,28.32,71.01
15644,Kamakhya Express,DBRG,Dibrugarh,MAS,Chennai Central,2AC,TQ,4,0,10,0,17,66.81,100.0,0.71,67.45
12345,Saraighat Express,SCL,Silchar,HWH,Howrah,SL,LD,3,1,7,1,50,62.74,98.06,6.33,60.61
15644,Kamakhya Express,GHY,Guwahati,ADI,Ahmedabad,SL,TQ,5,5,3,1,141,74.53,71.29,30.05,72.74
12505,North East Express,DBRG,Dibrugarh,JP,Jaipur,2AC,TQ,0,3,1,1,148,88.17,60.18,40.41,85.54
12001,Shatabdi Express,CSMT,Mumbai CST,BSB,Varanasi,3AC,TQ,0,5,12,0,47,72.26,88.72,10.06,75.25
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,BBS,Bhubaneswar,2AC,GN,3,2,7,1,136,72.11,74.46,25.8,67.34
12001,Shatabdi Express,DBRG,Dibrugarh,SCL,Silchar,SL,LD,5,3,5,1,166,87.65,66.26,28.99,86.6
12505,North East Express,SBC,Bangalore,SCL,Silchar,SL,TQ,6,1,11,0,74,79.0,100.0,0.0,81.9
15666,BG Express,RNC,Ranchi,GHY,Guwahati,3AC,LD,7,6,12,1,110,71.56,97.59,5.68,72.27
15910,Avadh Assam Express,RNC,Ranchi,KOAA,Kolkata,2AC,GN,2,4,11,1,10,87.83,100.0,1.07,86.7
