train_no,train_name,source,source_name,destination,destination_name
12001,Shatabdi Express,PNBE,Patna,NDLS,New Delhi
12345,Saraighat Express,SBC,Bangalore,SCL,Silchar
15910,Avadh Assam Express,SDAH,Sealdah,BBS,Bhubaneswar
15960,Kanchanjunga Express,RNC,Ranchi,GHY,Guwahati
12423,Rajdhani Express,GHY,Guwahati,HWH,Howrah
12505,North East Express,KOAA,Kolkata,HWH,Howrah
12345,Saraighat Express,JP,Jaipur,GHY,Guwahati
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,NDLS,New Delhi
15666,BG Express,SCL,Silchar,ADI,Ahmedabad
12378,Padatik Express,SCL,Silchar,VSKP,Visakhapatnam
12423,Rajdhani Express,MAS,Chennai Central,KOAA,Kolkata
12345,Saraighat Express,NDLS,New Delhi,RNC,Ranchi
15666,BG Express,DBRG,Dibrugarh,SDAH,Sealdah
15910,Avadh Assam Express,RNC,Ranchi,VSKP,Visakhapatnam
12501,Poorvottar Sampark Kranti,RNC,Ranchi,BBS,Bhubaneswar
12001,Shatabdi Express,MAS,Chennai Central,HWH,Howrah
15960,Kanchanjunga Express,NDLS,New Delhi,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,BSB,Varanasi,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,PNBE,Patna,VSKP,Visakhapatnam
12378,Padatik Express,CSMT,Mumbai CST,MAS,Chennai Central
12345,Saraighat Express,AGTL,Agartala,VSKP,Visakhapatnam
12423,Rajdhani Express,AGTL,Agartala,VSKP,Visakhapatnam
15910,Avadh Assam Express,KOAA,Kolkata,MAS,Chennai Central
12345,Saraighat Express,SBC,Bangalore,PNBE,Patna
12423,Rajdhani Express,SBC,Bangalore,VSKP,Visakhapatnam
15960,Kanchanjunga Express,SBC,Bangalore,SCL,Silchar
15910,Avadh Assam Express,SDAH,Sealdah,DBRG,Dibrugarh
15910,Avadh Assam Express,GHY,Guwahati,BSB,Varanasi
15910,Avadh Assam Express,CSMT,Mumbai CST,HWH,Howrah
15910,Avadh Assam Express,PNBE,Patna,JP,Jaipur
12345,Saraighat Express,SDAH,Sealdah,NDLS,New Delhi
15644,Kamakhya Express,BSB,Varanasi,SDAH,Sealdah
12423,Rajdhani Express,SDAH,Sealdah,HWH,Howrah
12501,Poorvottar Sampark Kranti,RNC,Ranchi,AGTL,Agartala
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,JP,Jaipur
15960,Kanchanjunga Express,VSKP,Visakhapatnam,SDAH,Sealdah
15910,Avadh Assam Express,NDLS,New Delhi,DBRG,Dibrugarh
12378,Padatik Express,KOAA,Kolkata,AGTL,Agartala
15666,BG Express,DBRG,Dibrugarh,MAS,Chennai Central
12378,Padatik Express,VSKP,Visakhapatnam,BSB,Varanasi
12345,Saraighat Express,NDLS,New Delhi,BBS,Bhubaneswar
12001,Shatabdi Express,BSB,Varanasi,BBS,Bhubaneswar
12501,Poorvottar Sampark Kranti,RNC,Ranchi,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,SBC,Bangalore,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,JP,Jaipur
12501,Poorvottar Sampark Kranti,CSMT,Mumbai CST,SDAH,Sealdah
15644,Kamakhya Express,GHY,Guwahati,SCL,Silchar
12505,North East Express,NDLS,New Delhi,MAS,Chennai Central
12423,Rajdhani Express,HWH,Howrah,AGTL,Agartala
15910,Avadh Assam Express,CSMT,Mumbai CST,GHY,Guwahati
12423,Rajdhani Express,VSKP,Visakhapatnam,SCL,Silchar
12378,Padatik Express,DBRG,Dibrugarh,SCL,Silchar
12423,Rajdhani Express,PNBE,Patna,SDAH,Sealdah
12423,Rajdhani Express,GHY,Guwahati,BSB,Varanasi
12423,Rajdhani Express,SCL,Silchar,GHY,Guwahati
12423,Rajdhani Express,KOAA,Kolkata,HWH,Howrah
15666,BG Express,VSKP,Visakhapatnam,NDLS,New Delhi
12378,Padatik Express,JP,Jaipur,KOAA,Kolkata
15910,Avadh Assam Express,RNC,Ranchi,KOAA,Kolkata
12378,Padatik Express,SCL,Silchar,PNBE,Patna
12501,Poorvottar Sampark Kranti,GHY,Guwahati,RNC,Ranchi
12345,Saraighat Express,CSMT,Mumbai CST,HWH,Howrah
15910,Avadh Assam Express,CSMT,Mumbai CST,NDLS,New Delhi
15910,Avadh Assam Express,NDLS,New Delhi,BBS,Bhubaneswar
15960,Kanchanjunga Express,NDLS,New Delhi,ADI,Ahmedabad
15960,Kanchanjunga Express,MAS,Chennai Central,KOAA,Kolkata
12345,Saraighat Express,SDAH,Sealdah,BSB,Varanasi
12501,Poorvottar Sampark Kranti,JP,Jaipur,MAS,Chennai Central
15960,Kanchanjunga Express,SDAH,Sealdah,JP,Jaipur
15910,Avadh Assam Express,SCL,Silchar,SDAH,Sealdah
12345,Saraighat Express,RNC,Ranchi,JP,Jaipur
15644,Kamakhya Express,ADI,Ahmedabad,AGTL,Agartala
15666,BG Express,CSMT,Mumbai CST,VSKP,Visakhapatnam
12505,North East Express,CSMT,Mumbai CST,PNBE,Patna
12423,Rajdhani Express,GHY,Guwahati,AGTL,Agartala
15910,Avadh Assam Express,SBC,Bangalore,CSMT,Mumbai CST
15960,Kanchanjunga Express,ADI,Ahmedabad,PNBE,Patna
15666,BG Express,NDLS,New Delhi,GHY,Guwahati
12423,Rajdhani Express,MAS,Chennai Central,RNC,Ranchi
15910,Avadh Assam Express,DBRG,Dibrugarh,ADI,Ahmedabad
12345,Saraighat Express,HWH,Howrah,SBC,Bangalore
15644,Kamakhya Express,KOAA,Kolkata,SCL,Silchar
15960,Kanchanjunga Express,GHY,Guwahati,VSKP,Visakhapatnam
12001,Shatabdi Express,MAS,Chennai Central,GHY,Guwahati
12345,Saraighat Express,JP,Jaipur,SBC,Bangalore
15666,BG Express,GHY,Guwahati,NDLS,New Delhi
12423,Rajdhani Express,PNBE,Patna,AGTL,Agartala
12501,Poorvottar Sampark Kranti,JP,Jaipur,BSB,Varanasi
15910,Avadh Assam Express,SBC,Bangalore,GHY,Guwahati
12001,Shatabdi Express,SBC,Bangalore,RNC,Ranchi
12378,Padatik Express,SDAH,Sealdah,CSMT,Mumbai CST
12505,North East Express,KOAA,Kolkata,SBC,Bangalore
15910,Avadh Assam Express,ADI,Ahmedabad,CSMT,Mumbai CST
15960,Kanchanjunga Express,HWH,Howrah,BBS,Bhubaneswar
12423,Rajdhani Express,SDAH,Sealdah,RNC,Ranchi
12423,Rajdhani Express,SCL,Silchar,ADI,Ahmedabad
12345,Saraighat Express,ADI,Ahmedabad,HWH,Howrah
15910,Avadh Assam Express,ADI,Ahmedabad,DBRG,Dibrugarh
12501,Poorvottar Sampark Kranti,ADI,Ahmedabad,SCL,Silchar
12001,Shatabdi Express,JP,Jaipur,ADI,Ahmedabad
15666,BG Express,SCL,Silchar,BBS,Bhubaneswar
15960,Kanchanjunga Express,BSB,Varanasi,NDLS,New Delhi
15960,Kanchanjunga Express,HWH,Howrah,ADI,Ahmedabad
12505,North East Express,RNC,Ranchi,PNBE,Patna
15960,Kanchanjunga Express,SBC,Bangalore,GHY,Guwahati
12345,Saraighat Express,BBS,Bhubaneswar,PNBE,Patna
12423,Rajdhani Express,SBC,Bangalore,BBS,Bhubaneswar
15910,Avadh Assam Express,GHY,Guwahati,NDLS,New Delhi
12423,Rajdhani Express,RNC,Ranchi,SBC,Bangalore
15644,Kamakhya Express,NDLS,New Delhi,VSKP,Visakhapatnam
15666,BG Express,GHY,Guwahati,PNBE,Patna
12001,Shatabdi Express,VSKP,Visakhapatnam,ADI,Ahmedabad
15960,Kanchanjunga Express,SDAH,Sealdah,NDLS,New Delhi
12505,North East Express,SCL,Silchar,GHY,Guwahati
15960,Kanchanjunga Express,VSKP,Visakhapatnam,JP,Jaipur
15960,Kanchanjunga Express,DBRG,Dibrugarh,AGTL,Agartala
15960,Kanchanjunga Express,SDAH,Sealdah,BBS,Bhubaneswar
12505,North East Express,AGTL,Agartala,JP,Jaipur
12423,Rajdhani Express,MAS,Chennai Central,HWH,Howrah
12505,North East Express,CSMT,Mumbai CST,DBRG,Dibrugarh
12001,Shatabdi Express,SCL,Silchar,AGTL,Agartala
15666,BG Express,SDAH,Sealdah,HWH,Howrah
15666,BG Express,NDLS,New Delhi,AGTL,Agartala
15910,Avadh Assam Express,VSKP,Visakhapatnam,ADI,Ahmedabad
15666,BG Express,JP,Jaipur,ADI,Ahmedabad
15910,Avadh Assam Express,CSMT,Mumbai CST,BSB,Varanasi
12501,Poorvottar Sampark Kranti,SCL,Silchar,AGTL,Agartala
12505,North East Express,AGTL,Agartala,MAS,Chennai Central
12378,Padatik Express,RNC,Ranchi,GHY,Guwahati
12505,North East Express,DBRG,Dibrugarh,SCL,Silchar
12345,Saraighat Express,RNC,Ranchi,SDAH,Sealdah
12345,Saraighat Express,GHY,Guwahati,HWH,Howrah
12378,Padatik Express,BSB,Varanasi,SBC,Bangalore
15960,Kanchanjunga Express,VSKP,Visakhapatnam,SBC,Bangalore
15666,BG Express,GHY,Guwahati,RNC,Ranchi
15910,Avadh Assam Express,HWH,Howrah,CSMT,Mumbai CST
12378,Padatik Express,MAS,Chennai Central,RNC,Ranchi
12423,Rajdhani Express,NDLS,New Delhi,RNC,Ranchi
15960,Kanchanjunga Express,SCL,Silchar,VSKP,Visakhapatnam
15644,Kamakhya Express,SBC,Bangalore,PNBE,Patna
15960,Kanchanjunga Express,MAS,Chennai Central,NDLS,New Delhi
15666,BG Express,HWH,Howrah,VSKP,Visakhapatnam
15644,Kamakhya Express,AGTL,Agartala,PNBE,Patna
12378,Padatik Express,GHY,Guwahati,KOAA,Kolkata
12501,Poorvottar Sampark Kranti,BSB,Varanasi,JP,Jaipur
12001,Shatabdi Express,JP,Jaipur,HWH,Howrah
12505,North East Express,MAS,Chennai Central,AGTL,Agartala
12505,North East Express,SBC,Bangalore,CSMT,Mumbai CST
12423,Rajdhani Express,GHY,Guwahati,PNBE,Patna
15960,Kanchanjunga Express,HWH,Howrah,SCL,Silchar
12423,Rajdhani Express,NDLS,New Delhi,GHY,Guwahati
12378,Padatik Express,VSKP,Visakhapatnam,BBS,Bhubaneswar
12378,Padatik Express,DBRG,Dibrugarh,MAS,Chennai Central
12001,Shatabdi Express,MAS,Chennai Central,SBC,Bangalore
12001,Shatabdi Express,PNBE,Patna,GHY,Guwahati
15910,Avadh Assam Express,BBS,Bhubaneswar,JP,Jaipur
15960,Kanchanjunga Express,DBRG,Dibrugarh,SCL,Silchar
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,CSMT,Mumbai CST
12505,North East Express,SBC,Bangalore,DBRG,Dibrugarh
15910,Avadh Assam Express,BBS,Bhubaneswar,BSB,Varanasi
12001,Shatabdi Express,JP,Jaipur,VSKP,Visakhapatnam
12423,Rajdhani Express,NDLS,New Delhi,BBS,Bhubaneswar
15910,Avadh Assam Express,GHY,Guwahati,JP,Jaipur
15960,Kanchanjunga Express,SDAH,Sealdah,BSB,Varanasi
15644,Kamakhya Express,ADI,Ahmedabad,SCL,Silchar
15644,Kamakhya Express,DBRG,Dibrugarh,KOAA,Kolkata
12505,North East Express,BSB,Varanasi,KOAA,Kolkata
15960,Kanchanjunga Express,BBS,Bhubaneswar,JP,Jaipur
12345,Saraighat Express,HWH,Howrah,DBRG,Dibrugarh
15666,BG Express,ADI,Ahmedabad,AGTL,Agartala
15960,Kanchanjunga Express,BSB,Varanasi,VSKP,Visakhapatnam
15910,Avadh Assam Express,GHY,Guwahati,DBRG,Dibrugarh
12345,Saraighat Express,KOAA,Kolkata,AGTL,Agartala
12378,Padatik Express,SCL,Silchar,CSMT,Mumbai CST
15960,Kanchanjunga Express,AGTL,Agartala,DBRG,Dibrugarh
12001,Shatabdi Express,ADI,Ahmedabad,RNC,Ranchi
12423,Rajdhani Express,BBS,Bhubaneswar,PNBE,Patna
15666,BG Express,AGTL,Agartala,KOAA,Kolkata
12001,Shatabdi Express,HWH,Howrah,SCL,Silchar
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,BSB,Varanasi
12501,Poorvottar Sampark Kranti,GHY,Guwahati,SDAH,Sealdah
12378,Padatik Express,VSKP,Visakhapatnam,CSMT,Mumbai CST
12001,Shatabdi Express,GHY,Guwahati,SBC,Bangalore
12378,Padatik Express,JP,Jaipur,ADI,Ahmedabad
15910,Avadh Assam Express,RNC,Ranchi,BBS,Bhubaneswar
15960,Kanchanjunga Express,SDAH,Sealdah,PNBE,Patna
15644,Kamakhya Express,SDAH,Sealdah,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,BSB,Varanasi
12345,Saraighat Express,RNC,Ranchi,ADI,Ahmedabad
15644,Kamakhya Express,BBS,Bhubaneswar,KOAA,Kolkata
12345,Saraighat Express,KOAA,Kolkata,SDAH,Sealdah
12505,North East Express,JP,Jaipur,BSB,Varanasi
15960,Kanchanjunga Express,ADI,Ahmedabad,MAS,Chennai Central
15960,Kanchanjunga Express,ADI,Ahmedabad,VSKP,Visakhapatnam
12001,Shatabdi Express,DBRG,Dibrugarh,CSMT,Mumbai CST
12001,Shatabdi Express,VSKP,Visakhapatnam,SBC,Bangalore
12423,Rajdhani Express,MAS,Chennai Central,JP,Jaipur
15910,Avadh Assam Express,BSB,Varanasi,PNBE,Patna
12001,Shatabdi Express,JP,Jaipur,CSMT,Mumbai CST
12423,Rajdhani Express,HWH,Howrah,NDLS,New Delhi
12345,Saraighat Express,GHY,Guwahati,AGTL,Agartala
15666,BG Express,SBC,Bangalore,VSKP,Visakhapatnam
15666,BG Express,ADI,Ahmedabad,BSB,Varanasi
12345,Saraighat Express,DBRG,Dibrugarh,KOAA,Kolkata
12001,Shatabdi Express,HWH,Howrah,NDLS,New Delhi
12345,Saraighat Express,PNBE,Patna,MAS,Chennai Central
12001,Shatabdi Express,KOAA,Kolkata,BBS,Bhubaneswar
12423,Rajdhani Express,BSB,Varanasi,AGTL,Agartala
15644,Kamakhya Express,HWH,Howrah,RNC,Ranchi
15910,Avadh Assam Express,VSKP,Visakhapatnam,HWH,Howrah
12423,Rajdhani Express,SBC,Bangalore,CSMT,Mumbai CST
12345,Saraighat Express,VSKP,Visakhapatnam,MAS,Chennai Central
12345,Saraighat Express,MAS,Chennai Central,GHY,Guwahati
12001,Shatabdi Express,PNBE,Patna,DBRG,Dibrugarh
12378,Padatik Express,AGTL,Agartala,DBRG,Dibrugarh
12345,Saraighat Express,KOAA,Kolkata,RNC,Ranchi
12378,Padatik Express,HWH,Howrah,RNC,Ranchi
12501,Poorvottar Sampark Kranti,ADI,Ahmedabad,AGTL,Agartala
15960,Kanchanjunga Express,VSKP,Visakhapatnam,ADI,Ahmedabad
15960,Kanchanjunga Express,BSB,Varanasi,SCL,Silchar
12378,Padatik Express,NDLS,New Delhi,DBRG,Dibrugarh
12378,Padatik Express,SBC,Bangalore,HWH,Howrah
15666,BG Express,JP,Jaipur,CSMT,Mumbai CST
12501,Poorvottar Sampark Kranti,AGTL,Agartala,PNBE,Patna
15644,Kamakhya Express,BSB,Varanasi,NDLS,New Delhi
15666,BG Express,DBRG,Dibrugarh,BBS,Bhubaneswar
12505,North East Express,KOAA,Kolkata,JP,Jaipur
12001,Shatabdi Express,AGTL,Agartala,NDLS,New Delhi
12345,Saraighat Express,KOAA,Kolkata,PNBE,Patna
12345,Saraighat Express,BSB,Varanasi,VSKP,Visakhapatnam
12345,Saraighat Express,HWH,Howrah,BBS,Bhubaneswar
12001,Shatabdi Express,BSB,Varanasi,MAS,Chennai Central
15644,Kamakhya Express,PNBE,Patna,SBC,Bangalore
12001,Shatabdi Express,SBC,Bangalore,HWH,Howrah
15910,Avadh Assam Express,PNBE,Patna,ADI,Ahmedabad
15910,Avadh Assam Express,SBC,Bangalore,NDLS,New Delhi
12505,North East Express,VSKP,Visakhapatnam,AGTL,Agartala
12378,Padatik Express,AGTL,Agartala,CSMT,Mumbai CST
15910,Avadh Assam Express,VSKP,Visakhapatnam,SBC,Bangalore
12345,Saraighat Express,GHY,Guwahati,SBC,Bangalore
15960,Kanchanjunga Express,DBRG,Dibrugarh,HWH,Howrah
12345,Saraighat Express,ADI,Ahmedabad,AGTL,Agartala
15666,BG Express,SCL,Silchar,RNC,Ranchi
12423,Rajdhani Express,BSB,Varanasi,DBRG,Dibrugarh
12378,Padatik Express,RNC,Ranchi,KOAA,Kolkata
12378,Padatik Express,ADI,Ahmedabad,SDAH,Sealdah
15644,Kamakhya Express,BBS,Bhubaneswar,SBC,Bangalore
12378,Padatik Express,MAS,Chennai Central,AGTL,Agartala
15910,Avadh Assam Express,GHY,Guwahati,VSKP,Visakhapatnam
12345,Saraighat Express,NDLS,New Delhi,VSKP,Visakhapatnam
12423,Rajdhani Express,PNBE,Patna,BSB,Varanasi
12501,Poorvottar Sampark Kranti,HWH,Howrah,AGTL,Agartala
15666,BG Express,NDLS,New Delhi,MAS,Chennai Central
15666,BG Express,RNC,Ranchi,ADI,Ahmedabad
15644,Kamakhya Express,KOAA,Kolkata,BSB,Varanasi
15666,BG Express,BBS,Bhubaneswar,SCL,Silchar
15666,BG Express,SDAH,Sealdah,VSKP,Visakhapatnam
12001,Shatabdi Express,BBS,Bhubaneswar,SDAH,Sealdah
12378,Padatik Express,RNC,Ranchi,BBS,Bhubaneswar
12001,Shatabdi Express,SCL,Silchar,ADI,Ahmedabad
15666,BG Express,RNC,Ranchi,AGTL,Agartala
15666,BG Express,NDLS,New Delhi,BSB,Varanasi
12501,Poorvottar Sampark Kranti,SDAH,Sealdah,DBRG,Dibrugarh
12505,North East Express,VSKP,Visakhapatnam,MAS,Chennai Central
15644,Kamakhya Express,SCL,Silchar,ADI,Ahmedabad
12378,Padatik Express,SCL,Silchar,BBS,Bhubaneswar
15910,Avadh Assam Express,BSB,Varanasi,RNC,Ranchi
12505,North East Express,AGTL,Agartala,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,RNC,Ranchi,SBC,Bangalore
12345,Saraighat Express,NDLS,New Delhi,DBRG,Dibrugarh
12423,Rajdhani Express,KOAA,Kolkata,NDLS,New Delhi
12423,Rajdhani Express,KOAA,Kolkata,RNC,Ranchi
12501,Poorvottar Sampark Kranti,SCL,Silchar,GHY,Guwahati
12505,North East Express,BSB,Varanasi,NDLS,New Delhi
15666,BG Express,AGTL,Agartala,NDLS,New Delhi
12001,Shatabdi Express,HWH,Howrah,AGTL,Agartala
12423,Rajdhani Express,BSB,Varanasi,SDAH,Sealdah
12378,Padatik Express,RNC,Ranchi,HWH,Howrah
15644,Kamakhya Express,MAS,Chennai Central,SBC,Bangalore
12423,Rajdhani Express,MAS,Chennai Central,AGTL,Agartala
12505,North East Express,JP,Jaipur,PNBE,Patna
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,NDLS,New Delhi
12345,Saraighat Express,ADI,Ahmedabad,SBC,Bangalore
12501,Poorvottar Sampark Kranti,BBS,Bhubaneswar,SBC,Bangalore
15666,BG Express,HWH,Howrah,KOAA,Kolkata
12001,Shatabdi Express,SCL,Silchar,MAS,Chennai Central
12001,Shatabdi Express,ADI,Ahmedabad,PNBE,Patna
12001,Shatabdi Express,NDLS,New Delhi,MAS,Chennai Central
12001,Shatabdi Express,KOAA,Kolkata,PNBE,Patna
15644,Kamakhya Express,CSMT,Mumbai CST,JP,Jaipur
12505,North East Express,KOAA,Kolkata,CSMT,Mumbai CST
15644,Kamakhya Express,HWH,Howrah,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,MAS,Chennai Central,PNBE,Patna
12505,North East Express,BBS,Bhubaneswar,BSB,Varanasi
12345,Saraighat Express,BBS,Bhubaneswar,CSMT,Mumbai CST
12501,Poorvottar Sampark Kranti,PNBE,Patna,CSMT,Mumbai CST
12505,North East Express,SDAH,Sealdah,ADI,Ahmedabad
12345,Saraighat Express,AGTL,Agartala,BSB,Varanasi
12378,Padatik Express,AGTL,Agartala,RNC,Ranchi
15910,Avadh Assam Express,DBRG,Dibrugarh,VSKP,Visakhapatnam
15910,Avadh Assam Express,GHY,Guwahati,SBC,Bangalore
12423,Rajdhani Express,RNC,Ranchi,GHY,Guwahati
15960,Kanchanjunga Express,GHY,Guwahati,ADI,Ahmedabad
12345,Saraighat Express,ADI,Ahmedabad,MAS,Chennai Central
12378,Padatik Express,VSKP,Visakhapatnam,JP,Jaipur
12423,Rajdhani Express,JP,Jaipur,SCL,Silchar
15666,BG Express,SCL,Silchar,BSB,Varanasi
15960,Kanchanjunga Express,JP,Jaipur,SDAH,Sealdah
12001,Shatabdi Express,AGTL,Agartala,RNC,Ranchi
12345,Saraighat Express,PNBE,Patna,BSB,Varanasi
12505,North East Express,HWH,Howrah,CSMT,Mumbai CST
12423,Rajdhani Express,AGTL,Agartala,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,KOAA,Kolkata,SCL,Silchar
12505,North East Express,CSMT,Mumbai CST,SBC,Bangalore
15666,BG Express,BBS,Bhubaneswar,BSB,Varanasi
15644,Kamakhya Express,GHY,Guwahati,MAS,Chennai Central
12001,Shatabdi Express,DBRG,Dibrugarh,JP,Jaipur
12345,Saraighat Express,BBS,Bhubaneswar,HWH,Howrah
15910,Avadh Assam Express,NDLS,New Delhi,SBC,Bangalore
12378,Padatik Express,VSKP,Visakhapatnam,MAS,Chennai Central
12423,Rajdhani Express,CSMT,Mumbai CST,VSKP,Visakhapatnam
12001,Shatabdi Express,AGTL,Agartala,CSMT,Mumbai CST
12378,Padatik Express,SCL,Silchar,KOAA,Kolkata
15644,Kamakhya Express,SBC,Bangalore,MAS,Chennai Central
15644,Kamakhya Express,AGTL,Agartala,GHY,Guwahati
12423,Rajdhani Express,SCL,Silchar,MAS,Chennai Central
12345,Saraighat Express,VSKP,Visakhapatnam,ADI,Ahmedabad
12345,Saraighat Express,MAS,Chennai Central,ADI,Ahmedabad
15910,Avadh Assam Express,PNBE,Patna,NDLS,New Delhi
12378,Padatik Express,KOAA,Kolkata,CSMT,Mumbai CST
12378,Padatik Express,ADI,Ahmedabad,AGTL,Agartala
12378,Padatik Express,DBRG,Dibrugarh,BBS,Bhubaneswar
15960,Kanchanjunga Express,RNC,Ranchi,SBC,Bangalore
12505,North East Express,PNBE,Patna,SCL,Silchar
15960,Kanchanjunga Express,RNC,Ranchi,MAS,Chennai Central
12505,North East Express,SDAH,Sealdah,VSKP,Visakhapatnam
12378,Padatik Express,KOAA,Kolkata,SDAH,Sealdah
12501,Poorvottar Sampark Kranti,VSKP,Visakhapatnam,GHY,Guwahati
15644,Kamakhya Express,ADI,Ahmedabad,BBS,Bhubaneswar
15666,BG Express,CSMT,Mumbai CST,JP,Jaipur
12501,Poorvottar Sampark Kranti,DBRG,Dibrugarh,VSKP,Visakhapatnam
12001,Shatabdi Express,SCL,Silchar,KOAA,Kolkata
12423,Rajdhani Express,AGTL,Agartala,MAS,Chennai Central
12345,Saraighat Express,KOAA,Kolkata,MAS,Chennai Central
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,SCL,Silchar
15910,Avadh Assam Express,SDAH,Sealdah,HWH,Howrah
12345,Saraighat Express,SCL,Silchar,RNC,Ranchi
15644,Kamakhya Express,GHY,Guwahati,PNBE,Patna
15644,Kamakhya Express,ADI,Ahmedabad,SBC,Bangalore
12505,North East Express,NDLS,New Delhi,VSKP,Visakhapatnam
15960,Kanchanjunga Express,NDLS,New Delhi,BSB,Varanasi
12505,North East Express,NDLS,New Delhi,SBC,Bangalore
15644,Kamakhya Express,BBS,Bhubaneswar,GHY,Guwahati
12505,North East Express,DBRG,Dibrugarh,JP,Jaipur
15960,Kanchanjunga Express,JP,Jaipur,NDLS,New Delhi
12001,Shatabdi Express,GHY,Guwahati,PNBE,Patna
15666,BG Express,AGTL,Agartala,ADI,Ahmedabad
12505,North East Express,RNC,Ranchi,NDLS,New Delhi
15666,BG Express,JP,Jaipur,SCL,Silchar
12423,Rajdhani Express,GHY,Guwahati,RNC,Ranchi
15644,Kamakhya Express,DBRG,Dibrugarh,GHY,Guwahati
12505,North East Express,ADI,Ahmedabad,RNC,Ranchi
12001,Shatabdi Express,KOAA,Kolkata,NDLS,New Delhi
12345,Saraighat Express,AGTL,Agartala,HWH,Howrah
15666,BG Express,VSKP,Visakhapatnam,AGTL,Agartala
15960,Kanchanjunga Express,BBS,Bhubaneswar,RNC,Ranchi
12001,Shatabdi Express,ADI,Ahmedabad,JP,Jaipur
12378,Padatik Express,SDAH,Sealdah,DBRG,Dibrugarh
15666,BG Express,KOAA,Kolkata,CSMT,Mumbai CST
12423,Rajdhani Express,KOAA,Kolkata,PNBE,Patna
12345,Saraighat Express,HWH,Howrah,JP,Jaipur
12505,North East Express,CSMT,Mumbai CST,HWH,Howrah
15644,Kamakhya Express,MAS,Chennai Central,VSKP,Visakhapatnam
15666,BG Express,SDAH,Sealdah,ADI,Ahmedabad
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,HWH,Howrah
15644,Kamakhya Express,VSKP,Visakhapatnam,RNC,Ranchi
15666,BG Express,MAS,Chennai Central,NDLS,New Delhi
15960,Kanchanjunga Express,PNBE,Patna,BSB,Varanasi
15644,Kamakhya Express,DBRG,Dibrugarh,ADI,Ahmedabad
15666,BG Express,VSKP,Visakhapatnam,SCL,Silchar
12001,Shatabdi Express,NDLS,New Delhi,SBC,Bangalore
15644,Kamakhya Express,GHY,Guwahati,BSB,Varanasi
15960,Kanchanjunga Express,NDLS,New Delhi,KOAA,Kolkata
12345,Saraighat Express,KOAA,Kolkata,BBS,Bhubaneswar
15960,Kanchanjunga Express,HWH,Howrah,RNC,Ranchi
12505,North East Express,PNBE,Patna,BBS,Bhubaneswar
12378,Padatik Express,RNC,Ranchi,MAS,Chennai Central
15960,Kanchanjunga Express,PNBE,Patna,JP,Jaipur
12378,Padatik Express,SBC,Bangalore,CSMT,Mumbai CST
12378,Padatik Express,GHY,Guwahati,SCL,Silchar
15666,BG Express,JP,Jaipur,KOAA,Kolkata
12378,Padatik Express,VSKP,Visakhapatnam,NDLS,New Delhi
12505,North East Express,HWH,Howrah,GHY,Guwahati
15666,BG Express,PNBE,Patna,DBRG,Dibrugarh
12345,Saraighat Express,SDAH,Sealdah,AGTL,Agartala
15666,BG Express,KOAA,Kolkata,GHY,Guwahati
12501,Poorvottar Sampark Kranti,NDLS,New Delhi,SDAH,Sealdah
12378,Padatik Express,VSKP,Visakhapatnam,SCL,Silchar
15910,Avadh Assam Express,JP,Jaipur,SBC,Bangalore
12378,Padatik Express,KOAA,Kolkata,HWH,Howrah
12001,Shatabdi Express,JP,Jaipur,GHY,Guwahati
12001,Shatabdi Express,CSMT,Mumbai CST,BBS,Bhubaneswar
15644,Kamakhya Express,ADI,Ahmedabad,DBRG,Dibrugarh
15910,Avadh Assam Express,SBC,Bangalore,SDAH,Sealdah
12505,North East Express,ADI,Ahmedabad,SDAH,Sealdah
12001,Shatabdi Express,SBC,Bangalore,NDLS,New Delhi
15666,BG Express,BSB,Varanasi,GHY,Guwahati
12423,Rajdhani Express,AGTL,Agartala,HWH,Howrah
12378,Padatik Express,SDAH,Sealdah,PNBE,Patna
12345,Saraighat Express,SBC,Bangalore,RNC,Ranchi
12001,Shatabdi Express,GHY,Guwahati,HWH,Howrah
15910,Avadh Assam Express,KOAA,Kolkata,SBC,Bangalore
12423,Rajdhani Express,GHY,Guwahati,JP,Jaipur
12505,North East Express,MAS,Chennai Central,DBRG,Dibrugarh
12378,Padatik Express,SCL,Silchar,BSB,Varanasi
12001,Shatabdi Express,DBRG,Dibrugarh,SBC,Bangalore
12423,Rajdhani Express,NDLS,New Delhi,MAS,Chennai Central
12001,Shatabdi Express,BSB,Varanasi,ADI,Ahmedabad
12001,Shatabdi Express,RNC,Ranchi,PNBE,Patna
